id,source,target,draft_prediction,refined_prediction
45,"Indications of VATS: Recurrent preumothorax 44, 74%; Prolonged preumothorax 21, 05%; bullae 21, 05%; preumothorax-hemothorax 10, 52%; bilateral spontaneous pneumothorax 2, 63%.","Chỉ định phẫu thuật bao gồm: Tràn khí tái phát 44,74%; Rò khí kéo dài 21,05%; Kén khí lớn 21,05%; Tràn khí - tràn máu màng phổi 10,52%; Tràn khí 2 bên cùng lúc 2,63%.",Chỉ định phẫu thuật nội soi lồng ngực: Tràn khí màng phổi tái phát 44.74%; Tràn khí màng phổi kéo dài 21.05%; Bọng khí 21.05%; Tràn khí màng phổi-huyết màng phổi 10.52%; Tràn khí màng phổi đơn thuần 2.63%.,Chỉ định phẫu thuật nội soi lồng ngực: Tràn khí màng phổi tái phát 44.74%; Tràn khí màng phổi kéo dài 21.05%; Bọng khí 21.05%; Tràn khí màng phổi-huyết màng phổi 10.52%; Tràn khí màng phổi đơn thuần 2.63%.
46,There were no complications nor death.,Không có biến chứng cũng như tử vong.,Không có biến chứng hay tử vong.,Không có biến chứng hay tử vong.
47,"Follow-up from 1 month to 24 months, no cases of recurrence.","Theo dõi từ 1 tháng đến 24 tháng, không có trường hợp nào tái phát.","Theo dõi từ 1 tháng đến 24 tháng, không có trường hợp nào tái phát.","Theo dõi từ 1 tháng đến 24 tháng, không có trường hợp nào tái phát."
48,Outcomes of therapeutic penetrating keratoplasty for treating microsporidial keratitis,Kết quả điều trị viêm loét giác mạc do microsporidia bằng phẫu thuật ghép giác mạc xuyên,Kết quả phẫu thuật ghép giác mạc điều trị viêm giác mạc do microsporidia,Kết quả phẫu thuật ghép giác mạc điều trị viêm giác mạc do microsporidia
49,"By means of direct interviews with 156 primary caregivers for stroke patients who were treated at the hospital and are currently living in Ha Dong district in Hanoi, on rehabilitation care knowledge for patients at home, findings reveal: Percentage of primary carer full knowledge of the content of each patient care was limited: only 2 out of 8 contents reaching over 50%, which are eating care (70.6%) and occlusion preventive care (55.8%).","Bằng phương pháp phỏng vấn trực tiếp 156 người chăm sóc chính cho người bệnh tai biến mạch máu não đã được điều trị tại bệnh viện, hiện đang sinh sống tại quận Hà Đông, thành phố Hà Nội về kiến thức chăm sóc phục hồi chức năng cho người bệnh tại nhà, cho thấy kết quả như sau: Tỷ lệ người chăm sóc chính đạt kiến thức đầy đủ về từng nội dung chăm sóc người bệnh còn rất hạn chế: chỉ có 2/8 nội dung có tỷ lệ đạt trên 50%, đó là chăm sóc ăn uống (70,6%), chăm sóc phòng ngừa tắc mạch (55,8%).","Qua phỏng vấn trực tiếp 156 người chăm sóc chính cho người bệnh đột quỵ được điều trị tại bệnh viện và hiện đang sinh sống tại quận Hà Đông, thành phố Hà Nội, về kiến thức chăm sóc phục hồi chức năng cho người bệnh tại nhà, kết quả cho thấy: Tỷ lệ người chăm sóc chính có kiến thức đầy đủ về nội dung chăm sóc mỗi người bệnh còn hạn chế: chỉ có 2/8 nội dung đạt trên 50%, đó là chăm sóc ăn uống (70.6%) và chăm sóc phòng ngừa tắc nghẽn (55.8%).","Qua phỏng vấn trực tiếp 156 người chăm sóc chính cho người bệnh đột quỵ được điều trị tại bệnh viện và hiện đang sinh sống tại quận Hà Đông, thành phố Hà Nội, về kiến thức chăm sóc phục hồi chức năng cho người bệnh tại nhà, kết quả cho thấy: Tỷ lệ người chăm sóc chính có kiến thức đầy đủ về nội dung chăm sóc mỗi người bệnh còn hạn chế: chỉ có 2/8 nội dung đạt trên 50%, đó là chăm sóc ăn uống (70.6%) và chăm sóc phòng ngừa tắc nghẽn (55.8%)."
50,"The remaining content ratio care primary caregivers full knowledge was low: skin care (46.2%), urinary tract care, bladder (46.2%), constipation preventive care (13.5%), respiratory care (30.8%), standing care (46.9%), care practice, athletes (34.6%).","Đối với các nội dung chăm sóc còn lại, tỷ lệ người chăm sóc chính đạt kiến thức đầy đủ thấp: chăm sóc da (46,2%), chăm sóc đường tiểu, bàng quang (46,2%), chăm sóc phòng ngừa táo bón (13,5%), chăm sóc hô hấp (30,8%), chăm sóc tư thế đứng (46,9%), chăm sóc luyện tập, vận động (34,6%).","Tỷ lệ còn lại nội dung chăm sóc người chăm sóc chính đầy đủ kiến thức thấp: chăm sóc da (46.2%), chăm sóc đường tiết niệu, bàng quang (46.2%), chăm sóc dự phòng táo bón (13.5%), chăm sóc hô hấp (30.8%), chăm sóc tư thế (46.9%), chăm sóc tập luyện (34.6%).","Tỷ lệ còn lại nội dung chăm sóc người chăm sóc chính đầy đủ kiến thức thấp: chăm sóc da (46.2%), chăm sóc đường tiết niệu, bàng quang (46.2%), chăm sóc dự phòng táo bón (13.5%), chăm sóc hô hấp (30.8%), chăm sóc tư thế (46.9%), chăm sóc tập luyện (34.6%)."
51,Percentage of primary care-givers pass all 8 contents of rehabilitation care at home for patients with stroke accounted for only 25.0%.,"Tỷ lệ người chăm sóc chính đạt yêu cầu cả 8 nội dung chăm sóc phục hồi chức năng tại nhà cho người bệnh tai biến mạch máu não chỉ chiếm 25,0%.",Tỷ lệ người chăm sóc chính đạt tất cả 8 nội dung chăm sóc phục hồi chức năng tại nhà cho người bệnh đột quỵ chiếm 25.0%.,Tỷ lệ người chăm sóc chính đạt tất cả 8 nội dung chăm sóc phục hồi chức năng tại nhà cho người bệnh đột quỵ chiếm 25.0%.
52,Deep anterior lamellar keratoplasty to treat corneal perforation and descemetocele from microbial keratitis,Ghép giác mạc lớp trước sâu điều trị viêm loét giác mạc nhiễm trùng,Phẫu thuật ghép giác mạc trước sâu điều trị thủng giác mạc do nhiễm khuẩn,Phẫu thuật ghép giác mạc trước sâu điều trị thủng giác mạc do nhiễm khuẩn
53,"TAFRO syndrome was first reported in 2010 in Japan. It is characterized by a constellation of symptoms: Thrombocytopenia, Anasarca, reticulin Fibrosis of the bone marrow, Renal dysfunction and Organomegaly (TAFRO).","Hội chứng TAFRO được báo cáo đầu tiên năm 2010 tại Nhật Bản, đăc trưng bởi giảm tiểu cầu, tràn dịch đa màng, xơ hoá tuỷ xương có reticulin, rối loạn chức năng thận, phì đại cơ quan.","Hội chứng TAFRO được báo cáo lần đầu tiên vào năm 2010 ở Nhật Bản, được đặc trưng bởi một loạt các triệu chứng: Giảm tiểu cầu, phù toàn thân, xơ hoá lưới tuỷ xương, rối loạn chức năng thận và tăng kích thước các cơ quan (TAFRO).","Hội chứng TAFRO được báo cáo lần đầu tiên vào năm 2010 ở Nhật Bản, được đặc trưng bởi một loạt các triệu chứng: Giảm tiểu cầu, phù toàn thân, xơ hoá lưới tuỷ xương, rối loạn chức năng thận và tăng kích thước các cơ quan (TAFRO)."
54,"TAFRO syndrome often occurs in the middle-aged and the elderly, and is rarely seen in adolescents.","Bệnh thường gặp ở người già hoặc trung niên, rất hiếm gặp ở thanh thiếu niên.","Hội chứng TAFRO thường xảy ra ở người trung niên và cao tuổi, hiếm gặp ở thanh thiếu niên.","Hội chứng TAFRO thường xảy ra ở người trung niên và cao tuổi, hiếm gặp ở thanh thiếu niên."
55,"Here we report the first child case diagnosed with TAFRO syndrome, and successfully treated with Cyclosporin A in the national children hospital.",Chúng tôi báo cáo một ca bệnh ở trẻ nhỏ đầu tiên được chẩn đoán hội chứng TAFRO và điều trị thành công bằng Cyclospron A tại bệnh viện Nhi Trung ương.,Chúng tôi báo cáo trường hợp đầu tiên được chẩn đoán hội chứng TAFRO và được điều trị thành công bằng Cyclosporin A tại bệnh viện Nhi Trung ương.,Chúng tôi báo cáo trường hợp đầu tiên được chẩn đoán hội chứng TAFRO và được điều trị thành công bằng Cyclosporin A tại bệnh viện Nhi Trung ương.
56,"He was diagnosed with TAFRO syndrome, treated by prednisone 1mg / kg / day combined with cyclosporin A 4mg / kg / day for 2 weeks. Improvement seen with no fever, no edema, increased platelets, and improved kidney function.","Trẻ được chẩn đoán hội chứng TAFRO, và điều trị prednisone 1 mg / kg / ngày phối hợp cyclosporinA 4 mg / kg / ngày được 2 tuần, trẻ hết sốt, hết phù, tiểu cầu máu tăng, chức năng thận cải thiện","Bệnh nhân được chẩn đoán hội chứng TAFRO, điều trị bằng prednisone 1 mg/kg/ngày kết hợp với cyclosporin A 4 mg/kg/ngày trong 2 tuần, tình trạng bệnh cải thiện không sốt, không phù, tiểu cầu tăng và chức năng thận cải thiện.","Bệnh nhân được chẩn đoán hội chứng TAFRO, điều trị bằng prednisone 1 mg/kg/ngày kết hợp với cyclosporin A 4 mg/kg/ngày trong 2 tuần, tình trạng bệnh cải thiện không sốt, không phù, tiểu cầu tăng và chức năng thận cải thiện."
57,C-met expression in gastric adenocarcinoma,Sự biểu lộ của C-met trong ung thư biểu mô tuyến dạ dày vùng hang vị,Biểu hiện C-met trong ung thư biểu mô tuyến dạ dày,Biểu hiện C-met trong ung thư biểu mô tuyến dạ dày
58,"To describe clinical characteristics of periodontitis patients at Thanh Nhan Hospital, Hanoi.","Mô tả đặc điểm lâm sàng và tình trạng bệnh viêm quanh răng của bệnh nhân đến khám Bệnh viện Thanh Nhàn, Hà Nội.","Mô tả đặc điểm lâm sàng của bệnh nhân viêm nha chu tại Bệnh viện Thanh Nhàn, Hà Nội.","Mô tả đặc điểm lâm sàng của bệnh nhân viêm nha chu tại Bệnh viện Thanh Nhàn, Hà Nội."
59,"Subjects and method: 103 patients who were examined at Odonto - Stomatology department, Thanh Nhan hospital.","Đối tượng và phương pháp: 103 bệnh nhân đến khám tại khoa Răng Hàm Mặt, Bệnh viện Thanh Nhàn, Hà Nội.","Đối tượng và phương pháp: 103 bệnh nhân đến khám tại khoa Răng Hàm Mặt, bệnh viện Thanh Nhàn.","Đối tượng và phương pháp: 103 bệnh nhân đến khám tại khoa Răng Hàm Mặt, bệnh viện Thanh Nhàn."
60,Descriptive cross-sectional study.,Phương pháp: Mô tả cắt ngang.,Nghiên cứu mô tả cắt ngang.,Nghiên cứu mô tả cắt ngang.
61,"Results and conclusion: Periodontal pocket depth (PPD) was 3, 25 ± 1, 36 mm.","Kết quả và kết luận: Độ sâu trung bình túi quanh răng của bệnh nhân là 3,25 ± 1,36 mm.",Kết quả và kết luận: Độ sâu túi nha chu (PPD) là 3.25 +/- 1.36 mm.,Kết quả và kết luận: Độ sâu túi nha chu (PPD) là 3.25 +/- 1.36 mm.
62,Periodontal pocket depth (PPD) and clinical attachment loss (CAL) were the same at upper and lower teeth and increased by age.,Độ sâu trung bình túi quanh răng và mức độ mất bám dính tương đương ở 2 hàm và tăng dần theo tuổi.,Độ sâu túi nha chu (PPD) và mất bám dính lâm sàng (CAL) không có sự khác biệt giữa răng hàm trên và hàm dưới và tăng theo tuổi.,Độ sâu túi nha chu (PPD) và mất bám dính lâm sàng (CAL) không có sự khác biệt giữa răng hàm trên và hàm dưới và tăng theo tuổi.
63,Gingival index (GI) score and Oral Hygiene Index-Simplified (OHI-S) increased by age and the mean probing pocket depth (PPD).,Chỉ số lợi GI và chỉ số vệ sinh răng miệng OHI-S tăng dần theo nhóm tuổi và độ sâu trung bình túi quanh răng.,Chỉ số nướu (GI) và chỉ số vệ sinh răng miệng đơn giản (OHI-S) tăng theo tuổi và chiều sâu túi nướu (PPD).,Chỉ số nướu (GI) và chỉ số vệ sinh răng miệng đơn giản (OHI-S) tăng theo tuổi và chiều sâu túi nướu (PPD).
64,Surgical Treatment of Urethral Stricture After Hypospadias Repair: Experience on 49 Patients,Điều trị phẫu thuật hẹp niệu đạo sau mổ lỗ tiểu thấp: Kinh nghiệm ở 49 bệnh nhân,Phẫu thuật điều trị hẹp niệu đạo sau mổ lỗ đái lệch: kinh nghiệm trên 49 bệnh nhân,Phẫu thuật điều trị hẹp niệu đạo sau mổ lỗ đái lệch: kinh nghiệm trên 49 bệnh nhân
